FileName,Title,Kanun No,Kanun
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,İş tanımı,6,"6.1.Sözleşme konusu iş; ..................................................olup, İşin teknik özellikleri ve diğer ayrıntıları sözleşme ekinde yer alan ve ihale dokümanını oluşturan belgelerde düzenlenmiştir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Sözleşmenin türü ve bedeli ,7,..................................................................................................................…
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,Sözleşmenin ekleri,8,"8.1. İhale dokümanında yer alan bütün belgeler Sözleşmenin eki ve ayrılmaz parçası olup İdareyi ve Danışmanı bağlar. Ancak Sözleşme hükümleri ile ihale dokümanını oluşturan belgelerdeki hükümler arasında çelişki ya da farklılık olması halinde ihale dokümanında yer alan hükümler esas alınır. 
8.2. İhale dokümanınıoluşturan belgeler arasındaki öncelik sıralaması aşağıdaki gibidir:
	1- İdari şartname,
	2- Müzakereler sonucu kesinleşen teklifi
	3- Sözleşme Tasarısı,
	4- Özel teknik şartname(Varsa),
	5- Teknik şartname,
	6- Açıklamalar(Varsa),
………………………......................
8.3. - Zeyilnameler ait oldukları dokümanın öncelik sırasına sahiptir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Sözleşmenin süresi ,9,"9.1. Sözleşmenin süresi, işe başlama tarihinden itibaren ..........................takvim günüdür/aydır.
9.2. Bu sözleşmenin uygulanmasında süreler takvim günü esasına göre yapılmıştır."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,"İşin yapılma yeri, işyeri teslim ve işe başlama tarihi ",10,"10.1. İşin yapılma yeri:................................................................................................
10.2. İşyeri teslim(varsa) ve işe başlama tarihi:..........................................................."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx," Vergi, resim ve harçlar ile sözleşmeyle ilgili diğer giderler",11,..................................................................................................................…
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Teminata ilişkin hükümler ,12,"12.1. Kesin teminat :
12.1.1. Yüklenici bu işe ilişkin olarak ........... (rakam  ve yazıyla) ..........................kesin teminat vermiştir.
12.1.2 ............................................................................................................................................................Kanunda veya sözleşmede belirtilen haller ile cezalı çalışma nedeniyle kabulün gecikeceğinin anlaşılması durumunda teminat mektubunun süresi de iş teki gecikmeyi karşılayacak şekilde uzatılır.
12.2. Ek kesin teminat: 
12.2.1. Fiyat farkı ödenmesi öngörülen işlerde, fiyat farkı olarak ödenecek bedelin ve /veya iş artışı olması halinde bu artış tutarının % 6’sı oranında teminat olarak kabul edilen değerler üzerinden ek kesin teminat alınır. Fiyat farkı olarak ödenecek bedel üzerinden hesaplanan ek kesin teminat miktarı hakedişlerden kesinti yapılmak suretiyle de karşılanabilir. 
12.2.2. Ek kesin teminatın teminat mektubu olması halinde, ek kesin teminat mektubunun süresi, kesin teminat mektubunun süresinden daha az olamaz.
12.3. Yüklenici tarafından verilen kesin ve ek kesin teminat, 4734 sayılı Kanunun 34 üncü maddesinde belirtilen değerlerle değiştirilebilir.
12.4.  Kesinteminat ve ek kesin teminatın geri verilmesi: 
12.4.1. Taahhüdün, sözleşme ve ihale dokümanı hükümlerine uygun olarak yerine getirildiği ve Yüklenicinin bu işten dolayı idareye herhangi bir borcunun olmadığı tespit edildikten sonra, Sosyal Güvenlik Kurumundan alınan ilişiksiz belgesinin İdareye verilmesinin ardından kesin teminat ve varsa ek kesin teminatların tamamı, Yükleniciye iade edilecektir. 
12.4.2. Yüklenicinin bu iş nedeniyle İdareye ve Sosyal Güvenlik Kurumuna olan borçları ile ücret ve ücret sayılan ödemelerden yapılan kanuni vergi kesintilerinin işin kabul tarihine kadar ödenmemesi durumunda protesto çekmeye ve hüküm almaya gerek kalmaksızın kesin ve ek kesin teminat paraya çevrilerek borçlarına karşılık mahsup edilir, varsa kalanı Yükleniciye iade edilir.
12.4.3. Yukarıdaki hükümlere göre mahsup işlemi yapılmasına gerek bulunmayan hallerde; kesin hesap ve kabul tutanağının onaylanmasından itibaren iki yıl içinde idarenin yazılı uyarısına rağmen talep edilmemesi nedeniyle iade edilemeyen kesin teminat mektupları hükümsüz kalır ve düzenleyen bankaya (Ek ibare: 30/09/2020-31260 R.G/14. md., yürürlük: 20/10/2020) veya sigorta şirketine iade edilir. Teminat mektubu dışındaki teminatlar sürenin bitiminde Hazineye gelir kaydedilir.
12.6. Her ne suretle olursa olsun, İdarece alınan teminatlar haczedilemez ve üzerine ihtiyati tedbir konulamaz."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,Ödeme yeri ve şartları,13,"13.1. (Değişik: 03/07/2009-27277R.G. / 35 md.)Sözleşme bedeli (ilave işler nedeniyle meydana gelebilecek artışlara ilişkin bedel dahil)20.1 ...........................................................’de  ve aşağıda öngörülen plan ve şartlar çerçevesinde ödenecektir :
	...................................................................................................................
	...................................................................................................................
13.2. (Mülga madde: 29/11/2016-29903 R.G./7. md.).
13.3. Hakedişler ve Ödeme Şekli 
13.3.1. ....................................................................................................................
13.3.2. Destekleyici mahiyetteki belgeler İdareye ulaştıktan sonra İdare, hakedişleri düzenleyerek en geç otuz (30) gün içinde Danışmana gerekli ödemenin yapılmasını temin edecektir. Hakedişlerin sadece gerekli belgelerle yeterli ölçüde tevsik edilmeyen bölümüne ait ödemeler geciktirilebilir. Fiili ödeme ile yapılmasına yetki verilen harcamalar arasında herhangi bir tutarsızlık ortaya çıktığı takdirde, İdare, bu farkı sonraki ödemelerin herhangi birine ilave edecek veya bu ödemelerden düşecektir. 
13.3.3. Hakediş raporu düzenlendikten sonra bir hafta içinde yüklenici raporu imzalamazsa Kontrol Teşkilatı, hakediş raporunu İdareye gönderir ve rapor Danışman tarafından imzalanıncaya kadar İdarede hiçbir işlem yapılmaksızın bekletilir. Danışman hakediş raporlarını zamanında imzalamazsa, ödemede meydana gelecek gecikmeden dolayı hiçbir şikayet ve istekte bulunamaz.
13.3.3.1.Hazırlanan ve iki tarafça imzalanmış bulunan geçici hakediş raporu, tahakkuk işlemi yapılıncaya kadar, yetkili makamlar tarafından düzeltilebilir. Ancak bu düzeltme sırasında eski rakam ve yazıların okunabilir şekilde çizilmiş olarak hakediş raporunda bulunması ve düzeltme yapan yetkililerin imzasını taşıması gereklidir. Ancak bu düzeltmeler yeniden sayfa düzenlemeyi gerektirecek ölçüde fazla ise, esas sayfa üzerinde düzeltmenin yapıldığına ilişkin açıklama bulunmak şartı ile yeniden ayrı bir sayfa düzenlenip hakediş raporuna eklenir.
13.3.3.2.Danışmanın geçici hakedişleri, itirazı olduğu takdirde, karşı görüşlerinin neler olduğunu ve dayandığı gerçekleri, İdareye vereceği ve bir örneğini de hakediş Raporuna ekleyeceği dilekçesinde açıklaması ve hakediş raporunun “İdareye verilen ........tarihli dilekçemde yazılı ihtirazı kayıtla"" cümlesini yazarak ya da bu anlama gelecek bir itiraz şerhi ile imzalaması gereklidir. Eğer Danışmanın, hakediş raporunun imzalanmasından sonra tahakkuk işlemi yapılıncaya kadar, yetkililer tarafından hakediş raporunda yapılabilecek düzeltmelere bir itirazı olursa hakedişin kendisine ödendiği tarihten başlamak üzere en çok on gün içinde bu itirazını dilekçe ile İdareye bildirmek zorundadır. Danışman itirazlarını bu şekilde bildirmediği takdirde hakedişi olduğu gibi kabul etmiş sayılır.
13.3.3.3.Her hakediş tutarına eğer sözleşmede öngörülmüşse eklenecek miktar dahil edilir. Bulunan miktardan, bir önceki hakediş tutarı çıkarılarak bulunan miktara, ilgili mevzuata göre hesaplanacak Katma Değer Vergisi (KDV) eklenir. Bu miktardan sözleşmede yazılı kesintiler, varsa Danışmanın İdareye olan borçları ve cezalar ile kanunen alınması gereken vergiler kesilir. Hakediş Raporu, Danışman veya vekili tarafından imzalandığı tarihten başlamak üzere en geç sözleşmesinde yazılı sürenin sonunda, eğer sözleşmede bu hususta bir kayıt yoksa otuz gün içinde tahakkuka bağlanır. Bu tarihten başlamak üzere otuz gün içinde de ödeme yapılır.
13.4. Danışmanın Başvuruda Bulunmaması
13.4.1.Danışman, hakediş başvurusunda bulunmadığı taktirde İdare, en çok üç ay içinde, tek taraflı olarak hakediş düzenleyebilir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,"Avans verilmesi, şartları ve miktarı (Değişik:16/07/2011-27996 R.G./29 md.)",14,14.1. Bu iş için ………………………………………….………………
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,Fiyat farkı (Değişik:16/07/2011-27996 R.G./30 md.),15,..................................................................................................................…
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,Alt yükleniciye ilişkin bilgiler ve sorumluluklar ,16,"16.1. .....................................................................................................................
16.2. (Değişik:16/07/2011-27996 R.G./31 md.) 4734 sayılı Kanunun, 11 inci maddesi uyarınca ihaleye katılamayacak olanlar, 58 inci maddesi uyarınca ihalelere katılmaktan yasaklı olanlar ve 53 üncü maddesinin (b) bendinin (8) numaralı alt bendi gereğince alınacak Bakanlar Kurulu kararında belirtilen yabancı istekliler ile 4735 sayılı Kamu İhale Sözleşmeleri Kanununun 26 ncı maddesi uyarınca yasaklı olanlar alt yüklenici olamazlar.
16.3. Danışman, alt yüklenicilerin seçimi hususunda basiretli bir tacir gibi davranmak ve halin icabı olarak kendisinden beklenen özen ve dikkati göstermek zorundadır.Danışman 4734 sayılı Kamu İhale Kanununun 15 inci maddesi uyarınca alt yüklenicinin işlem ve eylemlerinden sorumludur.
16.4. (İbare:16/07/2011-27996 R.G./31 md.)Alt yüklenicilere yaptırılacak işlerin tamamının veya bir kısmının, işin devamı sırasında zorunlu nedenlerle başka alt yüklenicilere yaptırılabilmesi için, İdarenin bu yeni alt yüklenici adaylarını yeterli bularak kabul etmesi, çalışmaya başlamadan önce bu yeni alt yüklenicilerle Danışmanın sözleşme yapması ve bunun bir örneğini İdareye vermesi gerekir. İdare, on beş gün içinde bu yeni alt yükleniciyi kabul edip etmediğini bildirerek, alt yükleniciyi değiştirilmesini veya işin bizzat Danışman tarafından yapılmasını talep edebilir.
16.4. 1. İdarece uygun görülmesi kaydıyla alt yüklenicilere ait iş kısımlarında, işin yapımı sırasında değişiklik yapılabilir.
16.5. İdare, alt yüklenici tarafından yapılan işlerin sözleşme ve eklerindeki hüküm ve şartlara uygun olmadığını tespit ederse, alt yüklenicinin değiştirilmesini veya işin bizzat Danışman tarafından yapılmasını isteyebilir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Cezalar ve kesintiler,17,"17.1. (Değişik: 03/07/2009-27277R.G. / 36 md.) İdare tarafından uygulanacak cezalar aşağıda belirtilmiştir.
17.1.1 ………………………………………………………………………..	
17.2. (Ek: 03/07/2009-27277R.G. / 36 md.) Yukarıda belirtilen cezalar ayrıca protesto çekmeye gerek kalmaksızın yükleniciye yapılacak ödemelerden kesilir. Cezanın ödemelerden karşılanamaması halinde ceza tutarı yükleniciden ayrıca tahsil edilir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,Süre uzatımı verilecek haller ve şartları,18,"18.1. Mücbir Sebepler: Danışmandan kaynaklanan bir kusurdan ileri gelmemiş ve taahhüdün yerine getirilmesine engel nitelikte olması, Danışmanın bu engeli ortadan kaldırmaya gücünün yetmemesi, engel halin meydana geldiği tarihi izleyen yirmi (20) gün içinde Danışmanın İdareye yazılı olarak bildirimde bulunması ve bu durumun yetkili merciler tarafından belgelendirilmesi kaydıyla aşağıda belirtilen haller mücbir sebep olarak kabul edilir:
	a) Doğal afetler,
	b) Kanuni grev,
	c) Genel salgın hastalık,
	d) Kısmi veya genel seferberlik ilanı,
	e) Gerektiğinde Kamu İhale Kurumu tarafından belirlenecek benzeri diğer haller.
18.1.1. Danışman, sürenin uzatılmasını gerektiren nedenlerin ortaya çıkışından başlamak üzere yirmi gün içinde, olayların ayrıntılarını ve sonuçlarını ve iş süresinin ne kadar uzatılması gerektiğini, uzatılacak sürenin belirlenmesi o anda mümkün değilse nedenlerini belirten bir yazı ile İdareye başvuracak ve durumun açıklık kazanmasından sonra istediği süre uzatımını da ayrı bir yazı ile derhal bildirecektir. 
18.1.2. Zamanında yapılmayan başvurular dikkate alınmaz ve Danışman başvuru süresini geçirdikten sonra süre uzatımı isteğinde bulunamaz. Zorunlu nedenlerin devamı sırasında yapılacak başvuru, mücbir sebebin ortaya çıktığı tarihinden geçerli olmak üzere dikkate alınacaktır.
18.2. İdareden Kaynaklanan Sebepler: İdarenin, sözleşmenin ifasına ilişkin olarak bu sözleşmede yer alan yükümlülüklerini Danışmanın kusuru olmaksızın öngörülen süreler içinde yerine getirmemesi (yer tesliminin, projelerin ve iş programının onaylanmasının,, izin, ruhsat ve olurların gecikmesi, ödenek yetersizliği gibi) ve bu sebeple işin süresi içinde bitirilmesinin mümkün olmaması halinde, bu durumun taahhüdün yerine getirilmesine engel nitelikte olması ve Danışmanın bu engeli kaldırmaya gücünün yetmemesi kaydıyla, durum İdarece incelenerek işi engelleyici sebeplere ve yapılacak işin niteliğine göre işin bir kısmına veya tamamına ait süre gereği kadar uzatılabilir.
18.3. …………………………………………………………………….."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Kontrol teşkilatı ve yetkileri,19,"19.1. İşin, Sözleşme ve eklerinde tespit edilen standartlara (kalite ve özelliklere) uygun yürütülüp yürütülmediği İdare tarafından görevlendirilen Kontrol Teşkilatı aracılığıyla denetlenir. Kontrol Teşkilatı, yapılan işlere ilişkin kayıtları tutar ve işlerin ilerleme durumu hakkında İdareye rapor verir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,İşin yürütülmesine ilişkin kayıt ve tutanaklar ,20,..................................................................................................................…
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,İş programı,21,"21.1. Danışman, işe başlama tarihinden itibaren ..........takvim günü içinde, üstlenilen Danışmanlık hizmeti için İdarenin belirleyeceği şekilde ayrıntılı bir İş Programı düzenler ve İdarenin onayına sunar. Verilen süre içinde Danışman iş Programını düzenleyerek İdarenin onayına sunmaz ise İdare, iş programını re’sen düzenleyecektir
21.1.1.İş Programlarında, işe ilişkin teknik belgeler, proje, rapor, ve benzeri diğer belgelerinidareye hangi sıra ile, hangi tarihlerde verileceğinin belirtilmesi gereklidir. 
21.2. İdare, iş programını verildiği tarihten başlamak üzere………gün içinde onaylar.
21.3. Danışman İdarece onaylanmış İş Programına aynen uymak zorundadır. Ancak zorunlu hallerde İdarenin uygun görüşü ile İş Programında değişiklik yapılabilir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Revize program,22,"22.1. İşe ilişkin İdarece onaylanan bir süre uzatımı bulunduğu veya herhangi bir zamanda Kontrol Teşkilatı, İşlerin fiili ilerlemesinin onay verilmiş bulunan programa uymadığı görüşüne vardığı takdirde, Danışman, İdarenin talebi üzerine on gün içinde İşlerin öngörülen Tamamlanma Süresi içinde bitirilmesini sağlamak üzere bir Revize Program hazırlayarak İdareye sunacaktır."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Danışmanın görev ve sorumluluklarının devam etmesi,23,"23.1. Yukarıda belirtilen programların İdareye sunulması ve bunlar hakkında İdarenin onayının alınması ya da yukarıda bahsi geçen genel açıklamaların verilmesi, Danışmanı Sözleşme gereği yüklendiği görev veya sorumluluklarından kurtarmaz."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,İşin süresinden önce bitirilmesi,24,"24.1. Taahhüdün sözleşmede tespit edilmiş süreden önce tamamlanması halinde, Danışmanın isteği üzerine İdare, sözleşmedeki bitim tarihini beklemeksizin madde 41 ve 42’de belirtilen usullere uygun olarak kabul işlemlerini tamamlar."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Fikri ve sınai mülkiyet konusu haklar,25,"25.1. ....................................................................................................
25.1.1.Bu haklar, yürürlükteki mevzuatın emredici hükümleri saklı kalmak, ürünün mahiyet ve hususiyetini bozmamak ve ürün sahibinin şeref ve itibarını zedeleyecek şekilde kullanılmamak kaydıyla münhasıran ihaleyi yapan İdareye ait olacaktır.
25.1.2.Danışmanın, Sözleşmeye göre üstlendiği yükümlülüklerini yerine getirmesi sırasında veya getirmesi nedeniyle, ilgili mevzuat hükümleri gereğince koruma altına alınmış fikri ve/veya sınai mülkiyet konusu olan bir hak ve/veya menfaatin ihlal edilmesi halinde, bundan kaynaklanan her türlü idari, hukuki, cezai ve mali sorumluluk Danışmana aittir. Danışman bu konuda İdareden herhangi bir istemde bulunamaz. Buna rağmen İdare hukuksal bir yaptırımla karşı karşıya kalırsa, diğer hakları saklı kalmak kaydıyla Danışmana rücu edecektir.
25.1.3.Danışman, hizmet sonucu ortaya çıkan fikri ve/veya sınai mülkiyet konusu hak veya eser üzerindeki haklarına ilişkin devir ve/veya muvafakatnameleri İdarenin talebi doğrultusunda verecektir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Danışmanın genel yükümlülükleri ,26,"26.1. Danışman, Sözleşme kapsamındaki yükümlülüklerini yerine getirirken ve Hizmetleri ifa ederken genel kabul görmüş teknik ve uygulamalara uygun azami itinayı gösterecek, randımanlı çalışacak, ekonomi ilkeleriyle hareket edecek, sağlıklı yönetim ve ileri teknoloji ile birlikte güvenilir ve etkin malzeme, teçhizat, makine ve yöntemler kullanacaktır. Danışman, Sözleşme kapsamındaki Hizmetlere ilişkin her konuda İdareye güvenilir Danışmanlar olarak hizmet verecek ve alt yüklenici ve üçüncü şahıslarla yürütülecek ilişkilerde İdarenin meşru menfaatlerini destekleyecek ve koruyacaktır.
26.2. (Ek madde: 16/03/2019-30716 R.G/34. md., geçerlilik: 18/03/2020) Yüklenicinin tüzel kişi olması ve ihalede sunulan iş deneyimini gösteren belgenin yüklenicinin yarısından fazla hissesine sahip ve 4734 sayılı Kanuna göre yapılacak ihalelere ilişkin sözleşmelerin yürütülmesi konusunda temsile ve yönetime yetkili ortağına ait olması halinde yüklenici, aşağıda yer alan ifadeyi içeren beyanı her hakedişle birlikte düzenlenmeden önce idareye sunar.
“[Teklif kapsamında sunulan belgenin düzenleme tarihi yazılacaktır.] tarihli Ortaklık Tespit Belgesinde yer alan bilgilerde bugüne kadar değişiklik olmadığını ve ortağımıza ait iş deneyimini gösteren belgelerin tamamının, başka bir tüzel kişiye kullandırılmadığını taahhüt ederiz.”"
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Mevzuata uygunluk,27,"27.1. Danışman, ilgili bütün ihbarların verilmesi ve bütün ödemelerin yapılması da dahil olmak üzere,
İşlerin yürütülmesine ve tamamlanmasına ve İşlerde olabilecek kusurların düzeltilmesine ilişkin olarak bütün ulusal mevzuata,
Malları veya hakları,işler dolayısıyla herhangi bir şekilde etkilenen veya etkilenebilecek olan kamu kuruluşlarının tüzük ve yönetmeliklerine uyacak ve Danışman, İdareyi bu hükümlerin ihlali nedeniyle maruz kalabileceği bütün cezalar ve sorumluluklardan dolayı tazmin edecektir ."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Diğer danışman ve yüklenicilere olanakların sağlanması,28,"28.1. Danışman, İdarenin isteklerine uygun olarak;
a) İdare tarafından istihdam edilen diğer bütün Danışman ve yüklenicilere ve onların işçilerine,
b) İdarenin işçilerine ve 
c)Sözleşmeye dahil edilmemiş bulunan herhangi bir işin veya İdarenin Sözleşme konusu işlerle bağlantılı olarak ya da bu işlere yardımcı olması amacıyla yaptığı herhangi bir sözleşmenin, işyerinde veya yakınında yürütülmesinde görevlendirilen usulünce yetkilendirilmiş diğer kişilere ve onların personeline İşlerini yapmaları için gereken bütün makul imkanları sağlayacaktır. "
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,"Danışmanın komisyon, indirim ve benzeri yollarla çıkar sağlayamaması",29,"29.1. Danışmana ödenecek olan bedel, Sözleşme ya da Hizmetlere ilişkin olarak Danışmana ödenecek olan yegane ödeme olup, Danışman, Sözleşmeye ilişkin olarak ya da bu Sözleşme kapsamındaki görev ve yükümlülüklerini yerine getirirken, kendisine menfaat sağlayacak şekilde bir davranışta bulunmayacak ve Danışman bundan bir menfaat veya ek kazanç elde etmeyecek ve alt yüklenici personel ve temsilcilerinin de bu yolla ek kazanç elde etmelerini önlemek için mümkün olan tüm önlemleri alacaktır.
29.2. Hizmetlerin bir parçası olarak Danışmanın, mal alımı, yapım işleri veya hizmet temini konusunda İdareye önerilerde bulunmakla sorumlu olması durumunda Danışman, İdarenin uymak zorunda olduğu satın alma usullerine uyacak ve her zaman bu sorumluluklarını, İdarenin çıkarlarını koruyacak şekilde yerine getirecektir. "
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Çelişen faaliyetlerde bulunma yasağı,30,"30.1. Danışman, danışmanın personeli, alt yüklenici ile bunların personeli, doğrudan ya da dolaylı olarak Sözleşme kapsamında kendilerine verilmiş bulunan işler ile çıkar çelişkisi yaratabilecek herhangi bir ticari veya mesleki faaliyete giremezler."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Gizlilik,31,"31.1. Danışman ve alt yükleniciler ile bunların personeli,Türk yargı mercilerinin kararları saklı kalmak kaydıyla hem bu Sözleşme süresince hem de Sözleşmenin sona ermesinden sonra, İdarenin yazılı izni olmaksızın, bu Sözleşmeye ilişkin hiçbir bilgiyi ve İdarenin ticari faaliyet ve işlemlerine ilişkin bilgileri açıklayamazlar."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,Koruma Tedbirleri ve Sigorta,32,"32.1. Danışman işin devamı süresince kaza, zarar, kayıpların meydana gelmesini önlemek amacıyla her türlü güvenlik önlemini almak zorundadır. Yeterli güvenlik önlemlerinin alınmaması nedeniyle doğabilecek hasar ve zararların tazmininden Danışman sorumludur. Bu konularda gerek İdare tarafından istenen gerekse Danışmanın kendi isteği ile aldığı güvenlik önlemlerine ilişkin giderlerin tümü Danışmana aittir. 
32.1.1. Danışman, kazaların, zarar ve kayıpların meydana gelmesini önlemek amacı ile gereken bütün önlemleri almak ve Kontrol Teşkilatı tarafından, kaza, zarar ve kayıp ihtimallerini azaltmak için verilecek talimatların hepsine uymak zorundadır. 
32.2. ............................................................................................................ 
32.4. Profesyonel Sorumluluk Sigortası "
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Rapor verme yükümlülüğü,33,"33.1. Danışman, Teknik Şartnamede belirtilen, proje, rapor ve benzeri belgeleri, yine Teknik Şartnamede belirtilen şekil, sayı ve süre içerisinde hazırlayarak İdareye teslim edecektir. "
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, İdare tarafından temin edilen ekipman ve malzemeler ,34,"34.1. Sözleşme kapsamındaki hizmetlerin yürütülmesi için gerek İdare tarafından Danışmana verilen, gerekse İdarenin sağladığı finansman ile Danışman tarafından satın alınan malzeme ve teçhizat, İdarenin mülkü olacak ve buna göre kayıtlara geçecektir. Bu Sözleşmenin sona ermesi veya feshedilmesi üzerine Danışman, söz konusu malzeme ve teçhizata ilişkin bir envanteri İdareye verecek ve bu malzeme ve teçhizatı, İdarenin talimatları uyarınca İdareye teslim edecektir. Bu malzeme ve teçhizatın zilyetliğine sahip oldukları sürece Danışman, bu malzeme ve teçhizatı, ikame değerleri üzerinden sigorta ettirecekler ve sigorta masrafları da Danışman tarafından karşılanacaktır."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Personel tanımı ,35,..................................................................................................................…
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Personelin onaylanması,36,"36.1. Madde 35’de hem isimleri hem de unvanları itibariyle belirtilen Teknik Personel, İdare tarafından onaylanmıştır. Danışman hizmetlerin ifasında çalıştırmak istediği diğer teknik personele ilişkin olarak, söz konusu personel öngörülen çalışmaya başlamadan önce, bu personelin özgeçmişlerini incelenmesi ve onaylanması için İdareye iletecektir. İdarenin söz konusu özgeçmişi aldıktan sonra yirmibir (21) takvim günü içinde gerekçeleriyle birlikte yazılı bir itirazda bulunmaması durumunda, söz konusu teknik personelin İdare tarafından onaylanmış olduğu kabul edilecektir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx,Personelin görevden alınması ve/veya değiştirilmesi,37,"37.1. İdarenin yazılı onayı alınmadıkça, teknik personelde herhangi bir değişikliğe gidilmeyecektir. Danışmanın makul kontrolü dışındaki herhangi bir nedenden ötürü Personelde değişikliğe gidilmesi gerektiği takdirde, Danışman bu elemanların yerine aynı ya da daha üstün niteliklere sahip elemanlar görevlendirecektir.
37.2.İdare; personelin ciddi bir şekilde görevini suistimal ettiğini ya da üstlenmiş olduğu görevini hakkıyla veya İdarenin güvenini sarsmadan yerine getirmesini engelleyecek bir suç iddiasıyla hakkında bir ceza kovuşturmasının sürdüğünü tespit ettiği veya Personelin performansından memnun olmamak için yeterli sebebe sahip olduğu takdirde, Danışman, İdarenin gerekçeli bildirimi üzerine söz konusu Personelin yerine İdarenin kabulüne şayan ve aynı ya da daha üstün niteliklere sahip bir elemanı görevlendirecektir.
37.3.Yukarıdaki 37.1. ve 37.2. fıkraları uyarınca değiştirilen personelin yerine atanacak Personele ödenecek ücretler İdarenin onayına tabi olacaktır. İdare tarafından aksi yönde bir mutabakata varılmadıkça, 
Personelin değiştirilmesi ve/veya görevden alınmasına ilişkin bütün ilave seyahat masrafları ile diğer masraflar, Danışman tarafından üstlenecektir,  
Yeni personele ödenecek olan ücret değiştirilen ya da görevden alınan Personele ödenen ücreti aşmayacaktır."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Sorumlu müdür,38,"38.1.Danışman, hizmetleri ifa ettikleri tüm süre boyunca İdarenin kabulüne şayan bir yerleşik  Sorumlu Müdürün, bu hizmetlerin ifasından sorumlu olarak görev yapmasını temin edecektir."
4- Danışmnlık Hizmet Alımlarına Ait Tip Sözleşmesi.docx, Yardımlar ve kolaylıklar,39,"39.1. İdare aşağıdaki konularla ilgili olarak, ihtiyaç duyması halinde Danışmana gerekli yardım ve kolaylıkları sağlayacaktır:
Danışman, alt yüklenici ve personel için gerekli çalışma izinleri ile bunların Hizmetleri yerine getirebilmesi için gerekli diğer belgelerin elde edilmesi;
Yabancı Personel ile bunların bakmakla yükümlü olduğu şahıslardan uygun görülenler için Türkiye'ye giriş ve çıkış vizeleriyle, ikamet izinleri ve Türkiye Cumhuriyeti'nde yaşamaları için gerekli diğer izinlerin alınması;
Hizmetler için gerekli malzemeler ile Yabancı Personelin ve bunların bakmakla yükümlü olduğu şahıslardan uygun görülenlerin şahsi eşyalarının gümrük işlemlerinin kısa sürede tamamlanabilmesi;
Danışman ve alt yüklenici ile bunların personeline, uygulanacak hukuka göre makul miktarda dövizi Hizmetlerin ifası maksadıyla ve kendilerinin ve bakmakla yükümlü oldukları şahısların şahsi kullanımı için Türkiye Cumhuriyeti'ne getirebilme ve hizmetlerin ifası sırasında personelin kazanacağı paraları çekebilme kolaylığının tanınması;
39.2.................................................................................................."
